player_name,nation,position,squad,compition,age_years,born_year,match_played,starts,min,goal,assist,expected_goal,expected_assisted_goal,non-penalty_expected_goal,progressive_carries,progressive_passes,progressive_passes_receive,age_scaled,value_score,value_tier
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,23,1999,26,24,1991.0,0.3,2.0,16.0,0.9,0.3,0.02,69.0,55.0,0.8968980669891568,3.9784346839519493,High
Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,25,1997,20,13,1270.0,6.0,3.0,3.2,7.1,3.9,79.0,141.0,0.21,0.4203842733465803,5.338769480554965,High
Aleksandar Mitrovic,SRB,FW,Fulham,Premier League,28,1994,21,21,1813.0,11.0,1.0,12.3,6.0,6.0,19.0,2.1,9.8,-0.2943864171172844,1.26445410075358,High
Stefan Mitrovic,SRB,DF,Getafe,La Liga,32,1990,15,12,1131.0,0.1,3.0,0.01,0.01,1.0,0.0,0.01,0.0,-1.2474140044024373,-4.441789390845049,Low
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,26,1997,13,5,643.0,0.3,3.0,20.0,27.0,28.0,,,,0.18212737652529207,0.2933450764439277,Mid
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34,1989,24,18,1545.0,3.0,1.0,1.7,1.9,1.7,37.0,102.0,56.0,-1.7239277980450138,1.0325908860403903,High
Anthony Modeste,FRA,FW,Dortmund,Bundesliga,34,1988,17,7,799.0,2.0,1.0,4.3,1.1,4.3,3.0,7.0,35.0,-1.7239277980450138,-5.389984595857477,Low
Luka Modric,CRO,MF,Real Madrid,La Liga,37,1985,24,16,1409.0,4.0,3.0,4.1,6.0,1.0,37.0,3.6,6.9,-2.4386984885088787,-2.1313830579275135,Low
Terem Moffi,NGA,FW,Nice,Ligue 1,23,1999,6,6,499.0,3.0,2.0,2.3,2.9,0.5,5.0,28.0,,0.8968980669891568,-2.8721048615633054,Low
Terem Moffi,NGA,FW,Lorient,Ligue 1,23,1999,18,17,1386.0,12.0,12.0,7.3,5.7,1.0,29.0,6.2,20.0,0.8968980669891568,1.2801689684910311,High
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,25,1997,28,14,1431.0,6.0,2.0,5.6,7.3,1.7,11.0,73.0,0.13,0.4203842733465803,1.225054414093865,High
Tobias Mohr,GER,"DF,MF",Schalke 04,Bundesliga,27,1995,15,8,782.0,0.6,2.0,19.0,27.0,1.6,,,,-0.05612952029599616,0.6058993829856115,Mid
Johan Mojica,COL,DF,Villarreal,La Liga,30,1992,14,5,613.0,25.0,0.9,,,,,,,-0.7709002107598608,-3.0083125321955153,Low
Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,24,1998,21,21,1824.0,0.7,1.0,51.0,1.9,0.7,0.03,78.0,162.0,0.6586411701678685,6.532105421229222,High
Florent Mollet,FRA,MF,Nantes,Ligue 1,31,1991,9,7,582.0,1.0,1.0,0.5,2.2,0.5,12.0,38.0,35.0,-1.0091571075811492,-4.147391529195946,Low
Florent Mollet,FRA,MF,Schalke 04,Bundesliga,31,1991,9,4,410.0,1.0,1.0,0.4,0.7,0.4,6.0,24.0,,-1.0091571075811492,-5.556812771177327,Low
Jon Moncayola,ESP,"MF,DF",Osasuna,La Liga,24,1998,26,18,1729.0,1.2,4.0,21.0,35.0,110.0,0.06,0.1,0.06,0.6586411701678685,3.2688374855682385,High
Monchu,ESP,MF,Valladolid,La Liga,23,1999,22,15,1296.0,1.0,1.0,1.0,1.5,1.0,11.0,63.0,19.0,0.8968980669891568,0.6084042476731794,Mid
César Montes,MEX,DF,Espanyol,La Liga,26,1997,9,8,675.0,0.1,2.0,4.0,,2.0,,,,0.18212737652529207,-1.8349143778806558,Low
Gonzalo Montiel,ARG,DF,Sevilla,La Liga,26,1997,17,11,974.0,0.7,1.0,23.0,1.0,0.7,0.06,34.0,71.0,0.18212737652529207,-0.41226838727067716,Mid
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,27,1996,26,26,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05612952029599616,0.6676169892943566,Mid
Kieffer Moore,WAL,FW,Bournemouth,Premier League,30,1992,21,12,1120.0,4.0,4.0,3.2,20.0,3.5,10.0,0.32,0.32,-0.7709002107598608,-2.0489301471125376,Low
Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,30,1992,26,16,1349.0,10.0,2.0,8.0,1.2,8.0,24.0,15.0,70.0,-0.7709002107598608,-0.7993357505669256,Mid
Alberto Moreno,ESP,DF,Villarreal,La Liga,30,1992,14,10,845.0,0.3,5.0,23.0,54.0,28.0,0.04,0.13,0.04,-0.7709002107598608,0.5875127524382964,Mid
Álex Moreno,ESP,DF,Aston Villa,Premier League,29,1993,9,5,576.0,0.3,2.0,23.0,1.6,1.3,,53.0,,-0.5326433139385727,-1.2922426359048798,Mid
Álex Moreno,ESP,DF,Betis,La Liga,29,1993,15,15,1350.0,1.3,3.0,49.0,2.7,1.5,0.08,76.0,0.2,-0.5326433139385727,3.5512600906585132,High
Diego Moreno,ESP,DF,Osasuna,La Liga,21,2001,7,6,531.0,0.4,0.4,7.0,,17.0,,,,1.3734118606317332,-0.8820295610637474,Mid
Gerard Moreno,ESP,FW,Villarreal,La Liga,30,1992,16,13,1068.0,6.0,2.0,7.0,4.0,2.0,14.0,2.0,7.5,-0.7709002107598608,-2.3730238247968582,Low
Tete Morente,ESP,"MF,DF",Elche,La Liga,26,1996,20,11,1080.0,1.0,1.0,1.7,2.0,0.3,29.0,77.0,0.08,0.18212737652529207,0.23914008207481866,Mid
Ilaix Moriba,GUI,MF,Valencia,La Liga,20,2003,18,8,771.0,1.0,1.0,12.0,0.8,1.0,,49.0,23.0,1.6116687574530215,0.4354412091522344,Mid
Nikola Moro,CRO,MF,Bologna,Serie A,25,1998,15,7,692.0,0.4,2.0,12.0,1.2,0.8,,25.0,,0.4203842733465803,-1.5882512715551447,Mid
Dany Mota,POR,"FW,MF",Monza,Serie A,24,1998,19,12,1172.0,3.0,3.0,3.7,5.5,1.8,46.0,102.0,0.23,0.6586411701678685,2.7777981760001236,High
Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,18,2004,18,11,949.0,6.0,3.0,5.3,6.3,0.9,6.0,49.0,0.28,2.088182551095598,0.7844510709916044,Mid
Steve Mounié,BEN,FW,Brest,Ligue 1,28,1994,13,10,787.0,4.0,4.0,4.7,0.1,3.9,13.0,13.0,33.0,-0.2943864171172844,-2.9892325462510403,Low
Mason Mount,ENG,"MF,FW",Chelsea,Premier League,24,1999,23,20,1631.0,3.0,2.0,2.0,3.0,2.0,47.0,97.0,113.0,0.6586411701678685,4.255421741844131,High
Bevic Moussiti-Oko,CGO,FW,Ajaccio,Ligue 1,28,1995,17,7,698.0,1.0,1.0,1.8,2.7,0.8,10.0,45.0,,-0.2943864171172844,-3.0122425311838565,Low
João Moutinho,POR,MF,Wolves,Premier League,36,1986,26,19,1656.0,1.2,2.0,18.0,3.7,2.5,0.06,28.0,0.11,-2.20044159168759,-1.0140460482752784,Mid
Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,26,1996,25,18,1590.0,1.3,2.0,20.0,2.0,0.6,0.08,29.0,0.11,0.18212737652529207,1.2298090612946044,High
Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,25,1997,19,12,1137.0,1.0,3.0,19.0,26.0,3.1,0.08,0.24,0.24,0.4203842733465803,0.5182933352509402,Mid
Florian Müller,GER,GK,Stuttgart,Bundesliga,25,1997,19,19,1710.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4203842733465803,-0.8577980150435209,Mid
Thomas Müller,GER,"FW,MF",Bayern Munich,Bundesliga,33,1989,18,14,1059.0,4.0,7.0,5.4,10.1,4.7,21.0,131.0,0.59,-1.4856709012237255,0.7282764125331711,Mid
Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,24,1998,6,3,309.0,0.2,1.0,4.0,,1.0,,,,0.6586411701678685,-2.6500215244336136,Low
Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,24,21,1847.0,5.0,3.0,6.4,2.3,6.4,26.0,66.0,51.0,0.18212737652529207,2.9219620126117265,High
Iker Muniain,ESP,"MF,FW",Athletic Club,La Liga,30,1992,22,15,1299.0,2.5,3.0,39.0,5.7,3.2,0.17,87.0,0.21,-0.7709002107598608,2.7657564338336638,High
Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,25,1997,13,10,874.0,0.1,0.1,19.0,0.03,54.0,0.01,0.01,0.04,0.4203842733465803,-1.7348391521967668,Low
Luis Muriel,COL,FW,Atalanta,Serie A,31,1991,18,7,775.0,1.0,2.0,1.5,2.0,2.0,43.0,2.8,3.5,-1.0091571075811492,-3.207893112732199,Low
Jeison Murillo,COL,DF,Sampdoria,Serie A,30,1992,14,10,827.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709002107598608,-4.743204747612838,Low
Vedat Muriqi,KVX,FW,Mallorca,La Liga,28,1994,23,23,1990.0,10.0,2.0,8.1,5.0,3.0,22.0,5.8,1.6,-0.2943864171172844,1.6149673137062428,High
Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,28,1995,26,7,765.0,1.0,1.0,1.1,2.3,1.2,41.0,80.0,,-0.2943864171172844,-0.7270550904671802,Mid
Nicola Murru,ITA,DF,Sampdoria,Serie A,28,1994,14,3,511.0,4.0,2.0,,,9.0,,,,-0.2943864171172844,-2.97533077970107,Low
Yunus Musah,USA,MF,Valencia,La Liga,20,2002,23,21,1692.0,1.6,2.0,57.0,3.1,1.5,0.08,72.0,0.11,1.6116687574530215,7.742531028465427,High
Jamal Musiala,GER,"MF,FW",Bayern Munich,Bundesliga,20,2003,24,20,1679.0,11.0,8.0,6.7,5.1,6.7,63.0,87.0,154.0,1.6116687574530215,6.321352129527543,High
Juan Musso,ARG,GK,Atalanta,Serie A,28,1994,21,21,1807.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2943864171172844,-1.1372704858603897,Mid
Yvon Mvogo,SUI,GK,Lorient,Ligue 1,28,1994,14,14,1182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2943864171172844,-3.130965462339709,Low
Vitaliy Mykolenko,UKR,"DF,MF",Everton,Premier League,23,1999,27,25,2146.0,0.4,3.0,30.0,57.0,87.0,0.02,0.07,0.02,0.8968980669891568,7.279511893520538,High
Joakim Mæhle,DEN,"DF,MF",Atalanta,Serie A,25,1997,24,16,1390.0,2.0,1.0,2.8,2.8,1.0,55.0,4.7,96.0,0.4203842733465803,1.23093991407337,High
Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,23,1999,24,24,2152.0,1.0,1.0,1.2,1.3,0.1,11.0,3.0,0.04,0.8968980669891568,1.794060240745745,High
Nathan N'Goumou,FRA,FW,M'Gladbach,Bundesliga,23,2000,12,3,328.0,0.1,0.1,10.0,,28.0,,,,0.8968980669891568,-1.831883156971739,Low
Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,23,1999,14,12,1092.0,1.0,1.0,0.5,0.8,0.3,13.0,9.0,0.08,0.8968980669891568,-1.460776316425346,Mid
Nacho,ESP,DF,Real Madrid,La Liga,33,1990,17,10,927.0,0.3,1.0,9.0,0.9,0.6,0.03,18.0,0.1,-1.4856709012237255,-3.974692116065424,Low
Nikolas Nartey,DEN,"DF,MF",Stuttgart,Bundesliga,23,2000,7,4,376.0,0.3,1.0,7.0,17.0,19.0,,,,0.8968980669891568,-1.349291164078105,Mid
Matija Nastasic,SRB,DF,Mallorca,La Liga,30,1993,12,9,846.0,4.0,3.0,0.01,0.01,0.01,0.0,0.0,0.0,-0.7709002107598608,-4.848191623823913,Low
Roberto Navarro,ESP,"MF,FW",Real Sociedad,La Liga,20,2002,16,1,342.0,1.0,2.0,17.0,28.0,13.0,,,,1.6116687574530215,0.46092194003864995,Mid
Jesús Navas,ESP,"DF,FW",Sevilla,La Liga,37,1985,22,15,1384.0,0.2,3.0,33.0,183.0,76.0,0.02,0.19,0.02,-2.4386984885088787,9.039162176054763,High
Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,36,1986,7,7,630.0,,1.0,0.0,0.0,0.0,0.0,,,-2.20044159168759,-6.078769288574247,Low
Youssouf Ndayishimiye,BDI,"DF,MF",Nice,Ligue 1,24,1998,7,4,395.0,1.0,1.0,0.3,0.4,0.1,3.0,1.0,,0.6586411701678685,-4.640219046495836,Low
Papa Ndiaga Yade,SEN,"DF,MF",Troyes,Ligue 1,23,2000,9,4,386.0,0.5,1.0,22.0,0.9,0.5,,12.0,33.0,0.8968980669891568,-1.4510089990227675,Mid
Wilfred Ndidi,NGA,"MF,DF",Leicester City,Premier League,26,1996,18,12,1070.0,0.2,3.0,9.0,0.02,4.0,0.01,0.02,0.0,0.18212737652529207,-2.289435989705298,Low
Tanguy Ndombele,FRA,MF,Napoli,Serie A,26,1996,25,6,628.0,1.0,1.0,0.9,1.3,0.4,17.0,28.0,,0.18212737652529207,-3.0532894593323965,Low
Álvaro Negredo,ESP,FW,Cádiz,La Liga,37,1985,14,7,556.0,1.0,2.0,1.2,3.2,2.0,2.0,12.0,,-2.4386984885088787,-6.586956662986811,Low
Neto,BRA,GK,Bournemouth,Premier League,33,1989,17,17,1485.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4856709012237255,-3.4099372396898895,Low
Pedro Neto,POR,"FW,MF",Wolves,Premier League,23,2000,11,10,734.0,1.0,1.0,32.0,96.0,20.0,,,,0.8968980669891568,7.024182604599336,High
Luca Netz,GER,DF,M'Gladbach,Bundesliga,19,2003,12,4,414.0,7.0,2.0,0.0,17.0,7.0,,,,1.8499256542743097,-0.9737116404766399,Mid
Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,37,1986,12,12,1080.0,0.2,0.2,0.02,0.02,0.02,0.0,0.0,0.0,-2.4386984885088787,-5.715798288185245,Low
Florian Neuhaus,GER,MF,M'Gladbach,Bundesliga,26,1997,15,8,763.0,1.0,1.0,1.0,2.6,1.7,15.0,27.0,,0.18212737652529207,-2.584535211513369,Low
Rúben Neves,POR,MF,Wolves,Premier League,26,1997,27,27,2392.0,5.0,5.0,4.1,2.5,9.0,22.0,3.5,175.0,0.18212737652529207,2.7346776751508024,High
Neymar,BRA,"MF,FW",Paris S-G,Ligue 1,31,1992,20,18,1545.0,13.0,11.0,8.1,6.0,2.0,69.0,6.5,8.8,-1.0091571075811492,1.6845347293862452,High
Jessic Ngankam,GER,"FW,MF",Hertha BSC,Bundesliga,22,2000,10,5,502.0,2.0,2.0,2.5,1.7,2.0,6.0,2.0,3.0,1.135154963810445,-3.411247626609634,Low
Cyril Ngonge,BEL,"MF,FW",Hellas Verona,Serie A,22,2000,6,5,316.0,2.0,2.0,0.9,1.2,0.3,10.0,19.0,,1.135154963810445,-3.295515302733784,Low
Ibrahima Niane,SEN,FW,Angers,Ligue 1,24,1999,7,6,455.0,1.3,1.3,6.0,,24.0,,,,0.6586411701678685,-1.8133864965009163,Low
M'Baye Niang,SEN,FW,Auxerre,Ligue 1,28,1994,22,14,1168.0,3.0,3.0,3.6,2.0,2.0,15.0,0.3,2.4,-0.2943864171172844,-2.0195352196594967,Low
Tanguy Nianzou,FRA,DF,Sevilla,La Liga,20,2002,17,15,1231.0,1.0,1.0,0.5,0.5,0.5,4.0,0.07,0.07,1.6116687574530215,-0.7481834202663826,Mid
Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,26,1997,27,27,2365.0,0.8,2.0,18.0,0.7,0.8,0.03,82.0,3.0,0.18212737652529207,4.782988438277785,High
Hans Nicolussi Caviglia,ITA,MF,Salernitana,Serie A,22,2000,7,5,456.0,1.0,1.0,0.1,17.0,0.1,2.0,,,1.135154963810445,-2.2002532529720638,Low
Florian Niederlechner,GER,"FW,MF",Augsburg,Bundesliga,32,1990,14,10,910.0,4.0,1.0,2.9,0.4,2.9,1.0,18.0,51.0,-1.2474140044024373,-4.307777723558805,Low
Florian Niederlechner,GER,FW,Hertha BSC,Bundesliga,32,1990,8,7,478.0,1.2,1.0,8.0,13.0,7.0,,,,-1.2474140044024373,-3.057386701116714,Low
Saúl Ñíguez,ESP,"MF,DF",Atlético Madrid,La Liga,28,1994,21,7,645.0,1.0,1.0,1.2,0.1,1.2,9.0,22.0,39.0,-0.2943864171172844,-3.9171158791659964,Low
Dimitris Nikolaou,GRE,DF,Spezia,Serie A,24,1998,25,24,2139.0,0.3,8.0,17.0,76.0,0.9,0.01,0.03,0.04,0.6586411701678685,6.825406453076251,High
Rasmus Nissen,DEN,DF,Leeds United,Premier League,25,1997,16,13,1208.0,1.0,1.0,0.4,0.8,0.4,13.0,51.0,60.0,0.4203842733465803,-0.5883030948714085,Mid
Eddie Nketiah,ENG,FW,Arsenal,Premier League,23,1999,23,9,1001.0,4.0,1.0,7.4,1.1,7.4,31.0,15.0,72.0,0.8968980669891568,-0.4126520829261352,Mid
Christopher Nkunku,FRA,"FW,MF",RB Leipzig,Bundesliga,25,1997,18,15,1418.0,12.0,1.0,9.5,2.0,3.0,31.0,2.5,9.7,0.4203842733465803,0.5631009886423479,Mid
Felix Nmecha,GER,MF,Wolfsburg,Bundesliga,22,2000,21,11,1117.0,2.0,3.0,2.0,1.6,2.0,10.0,42.0,36.0,1.135154963810445,-0.46186488676882775,Mid
Lukas Nmecha,GER,FW,Wolfsburg,Bundesliga,24,1998,16,10,899.0,4.0,4.0,3.0,3.5,0.5,15.0,70.0,0.4,0.6586411701678685,-0.31858385745473494,Mid
Arnaud Nordin,FRA,"FW,MF",Montpellier,Ligue 1,24,1998,26,20,1572.0,4.0,2.0,3.6,1.1,3.6,55.0,42.0,114.0,0.6586411701678685,3.2067913193375395,High
Riad Nouri,FRA,MF,Ajaccio,Ligue 1,37,1985,24,12,1277.0,1.0,1.0,2.3,1.5,3.0,27.0,3.7,30.0,-2.4386984885088787,-3.781243685310529,Low
Alexander Nübel,GER,GK,Monaco,Ligue 1,26,1996,28,28,2520.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18212737652529207,1.4778535426814887,High
Matheus Nunes,POR,MF,Wolves,Premier League,24,1998,24,21,1695.0,2.0,1.0,43.0,1.9,2.0,0.11,59.0,88.0,0.6586411701678685,5.126193882989205,High
Darwin Núñez,URU,FW,Liverpool,Premier League,23,1999,20,16,1347.0,8.0,3.0,10.3,10.3,1.0,49.0,15.0,25.0,0.8968980669891568,2.7464199395379323,High
Unai Núñez,ESP,DF,Celta Vigo,La Liga,26,1997,24,24,2160.0,0.9,6.0,16.0,0.04,87.0,0.04,0.04,0.0,0.18212737652529207,1.8019669228586315,High
Bram Nuytinck,NED,DF,Udinese,Serie A,32,1990,6,3,385.0,1.0,1.0,,,,,,,-1.2474140044024373,-4.135850668814836,Low
Bram Nuytinck,NED,DF,Sampdoria,Serie A,32,1990,12,12,980.0,0.2,1.0,2.0,0.4,0.2,0.02,0.09,0.09,-1.2474140044024373,-4.482572355102387,Low
Gerzino Nyamsi,FRA,DF,Strasbourg,Ligue 1,26,1997,15,15,1203.0,1.0,1.0,1.3,1.3,1.3,10.0,3.0,0.07,0.18212737652529207,-1.7596900930028294,Low
M'Bala Nzola,ANG,FW,Spezia,Serie A,26,1996,23,22,1987.0,12.0,2.0,9.2,5.0,3.0,36.0,1.7,8.5,0.18212737652529207,2.5832518022719646,High
Christian Nørgaard,DEN,MF,Brentford,Premier League,29,1994,17,16,1384.0,1.0,3.0,1.3,3.1,1.3,3.0,62.0,7.0,-0.5326433139385727,-0.803420765146152,Mid
Lewis O'Brien,ENG,MF,Nott'ham Forest,Premier League,24,1998,13,6,584.0,1.0,1.0,0.3,0.5,0.2,13.0,3.0,,0.6586411701678685,-3.545348171494605,Low
Pedro Obiang,EQG,MF,Sassuolo,Serie A,31,1992,15,9,706.0,0.3,1.0,,0.4,0.2,,2.0,,-1.0091571075811492,-3.766544652189136,Low
Jan Oblak,SVN,GK,Atlético Madrid,La Liga,30,1993,24,24,2132.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709002107598608,-0.6652427581417104,Mid
Brian Ocampo,URU,"MF,FW",Cádiz,La Liga,23,1999,18,15,1119.0,1.0,1.0,0.5,1.7,0.5,40.0,22.0,81.0,0.8968980669891568,0.5923313566201797,Mid
Lucas Ocampos,ARG,"FW,MF",Sevilla,La Liga,28,1994,12,6,629.0,1.0,1.0,1.8,1.0,1.0,15.0,20.0,62.0,-0.2943864171172844,-3.7502973483591933,Low
Guillermo Ochoa,MEX,GK,Salernitana,Serie A,37,1985,10,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4386984885088787,-6.290789231445278,Low
Wilson Odobert,FRA,"MF,FW",Troyes,Ligue 1,18,2004,25,12,1205.0,3.0,2.0,1.6,3.1,1.5,48.0,95.0,0.15,2.088182551095598,3.846832268137132,High
Angelo Ogbonna,ITA,DF,West Ham,Premier League,34,1988,10,8,715.0,0.2,0.2,,,1.0,,,,-1.7239277980450138,-3.380027037070053,Low
Florent Ogier,FRA,DF,Clermont Foot,Ligue 1,34,1989,18,14,1304.0,0.2,1.0,4.0,1.5,1.3,0.01,3.0,0.07,-1.7239277980450138,-3.8311983787369637,Low
David Okereke,NGA,"FW,MF",Cremonese,Serie A,25,1997,25,21,1779.0,5.0,5.0,4.2,3.4,4.0,41.0,4.4,64.0,0.4203842733465803,2.082170106932304,High
Caleb Okoli,ITA,DF,Atalanta,Serie A,21,2001,13,9,845.0,0.3,3.0,2.0,0.03,3.0,0.03,0.03,0.0,1.3734118606317332,-2.520299021658471,Low
Lucas Olaza,URU,DF,Valladolid,La Liga,28,1994,18,13,1222.0,0.1,1.0,11.0,1.1,0.9,0.01,82.0,0.07,-0.2943864171172844,-0.12199004800652954,Mid
Mathias Olesen,LUX,MF,Köln,Bundesliga,22,2001,12,6,440.0,,0.1,0.0,,,0.0,,,1.135154963810445,-2.7286547296621055,Low
Michael Olise,FRA,"FW,MF",Crystal Palace,Premier League,21,2001,27,21,1850.0,2.0,5.0,2.1,4.5,2.1,71.0,86.0,145.0,1.3734118606317332,6.384411343510575,High
Brian Oliván,ESP,DF,Espanyol,La Liga,28,1994,23,23,1915.0,1.0,5.0,0.5,3.7,0.5,38.0,62.0,102.0,-0.2943864171172844,2.8220646821261117,High
Lucas Oliveira Rosa,BRA,DF,Valladolid,La Liga,22,2000,10,7,577.0,0.2,1.0,12.0,28.0,11.0,,,,1.135154963810445,0.7409232137441168,Mid
Mathías Olivera,URU,DF,Napoli,Serie A,25,1997,21,9,931.0,1.0,2.0,0.4,2.0,0.4,36.0,55.0,41.0,0.4203842733465803,-0.38436561459679036,Mid
Dani Olmo,ESP,"MF,FW",RB Leipzig,Bundesliga,24,1998,15,10,772.0,2.0,4.0,2.3,2.8,2.3,17.0,42.0,50.0,0.6586411701678685,-1.2287059781841596,Mid
Warmed Omari,FRA,DF,Rennes,Ligue 1,22,2000,7,6,553.0,0.1,2.0,,19.0,0.4,,,,1.135154963810445,-0.4049550815811267,Mid
Jonas Omlin,SUI,GK,Montpellier,Ligue 1,29,1994,14,14,1166.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5326433139385727,-3.3955705879646305,Low
Jonas Omlin,SUI,GK,M'Gladbach,Bundesliga,29,1994,8,8,660.0,,0.1,0.0,,,0.0,,,-0.5326433139385727,-3.7586027788361953,Low
Ado Onaiwu,JPN,FW,Toulouse,Ligue 1,27,1995,25,4,705.0,2.0,1.0,1.1,2.1,1.0,9.0,62.0,,-0.05612952029599616,-2.9039660337574995,Low
Amadou Onana,BEL,MF,Everton,Premier League,21,2001,26,24,2065.0,1.0,1.0,2.6,2.0,2.6,23.0,56.0,41.0,1.3734118606317332,4.139382614261323,High
André Onana,CMR,GK,Inter,Serie A,26,1996,17,17,1530.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18212737652529207,-1.6680345684306535,Mid
Jean Onana,CMR,MF,Lens,Ligue 1,23,2000,14,5,379.0,0.2,2.0,4.0,10.0,16.0,,,,0.8968980669891568,-1.8947915402570086,Low
Karim Onisiwo,AUT,"FW,MF",Mainz 05,Bundesliga,31,1992,23,21,1895.0,9.0,1.0,5.6,2.3,5.6,56.0,36.0,174.0,-1.0091571075811492,2.360769685262529,High
Frank Onyeka,NGA,MF,Brentford,Premier League,25,1998,14,4,505.0,0.4,1.0,3.0,20.0,0.9,,,,0.4203842733465803,-1.8017044659553112,Low
Loïs Openda,BEL,FW,Lens,Ligue 1,23,2000,28,19,1693.0,14.0,2.0,12.5,2.2,12.5,42.0,30.0,157.0,0.8968980669891568,3.502140365208581,High
Willi Orban,HUN,DF,RB Leipzig,Bundesliga,30,1992,24,24,2141.0,3.0,3.0,2.7,2.8,0.2,13.0,7.0,0.13,-0.7709002107598608,0.5226532991103086,Mid
Ivan Ordets,UKR,DF,Bochum,Bundesliga,30,1992,21,19,1666.0,0.4,3.0,1.0,8.0,35.0,0.02,0.03,0.02,-0.7709002107598608,-1.5554090426323048,Mid
Divock Origi,BEL,"FW,MF",Milan,Serie A,27,1995,19,6,699.0,2.0,1.0,1.6,0.9,1.6,13.0,10.0,55.0,-0.05612952029599616,-3.756672202720913,Low
Aimar Oroz,ESP,"MF,FW",Osasuna,La Liga,21,2001,20,13,1161.0,3.0,1.0,2.8,5.0,1.0,16.0,0.7,2.8,1.3734118606317332,-0.3416772725459831,Mid
Riccardo Orsolini,ITA,FW,Bologna,Serie A,26,1997,23,16,1533.0,7.0,3.0,6.5,4.0,1.0,37.0,5.7,1.9,0.18212737652529207,0.8462806333486516,Mid
Jordi Osei-Tutu,ENG,"DF,FW",Bochum,Bundesliga,24,1998,18,6,652.0,0.7,3.0,21.0,38.0,17.0,,,,0.6586411701678685,1.6643468902946863,High
Victor Osimhen,NGA,FW,Napoli,Serie A,24,1998,23,22,1903.0,21.0,4.0,15.9,2.0,15.8,33.0,20.0,133.0,0.6586411701678685,3.669185226972794,High
Patrick Osterhage,GER,MF,Bochum,Bundesliga,23,2000,17,6,640.0,0.2,1.0,4.0,11.0,19.0,,,,0.8968980669891568,-1.2680728400818357,Mid
Paulo Otávio,BRA,DF,Wolfsburg,Bundesliga,28,1994,22,22,1808.0,0.6,5.0,36.0,2.9,2.2,0.03,69.0,0.25,-0.2943864171172844,4.157590908274953,High
Dango Ouattara,BFA,MF,Bournemouth,Premier League,21,2002,8,8,665.0,2.4,3.0,21.0,3.7,1.4,,40.0,,1.3734118606317332,0.7964304895754926,Mid
Dango Ouattara,BFA,"FW,MF",Lorient,Ligue 1,21,2002,18,18,1548.0,6.0,5.0,5.2,5.2,1.0,64.0,8.3,39.0,1.3734118606317332,3.5771280649604273,High
Remi Oudin,FRA,FW,Lecce,Serie A,26,1996,20,2,479.0,0.6,1.0,10.0,27.0,25.0,,,,0.18212737652529207,-1.3043889741412211,Mid
Azzedine Ounahi,MAR,"MF,FW",Angers,Ligue 1,22,2000,15,13,1129.0,1.8,1.0,53.0,77.0,87.0,0.14,0.27,0.14,1.135154963810445,7.485559415922534,High
Adam Ounas,ALG,FW,Lille,Ligue 1,26,1996,15,10,870.0,1.0,1.0,2.0,2.5,2.0,47.0,54.0,100.0,0.18212737652529207,0.06451155697715213,Mid
Thomas Ouwejan,NED,DF,Schalke 04,Bundesliga,26,1996,12,9,807.0,0.1,1.0,14.0,1.3,1.2,,19.0,,0.18212737652529207,-1.3198370189183875,Mid
Alex Oxlade-Chamberlain,ENG,"FW,MF",Liverpool,Premier League,29,1993,8,4,314.0,1.0,1.0,1.3,12.0,2.2,11.0,,,-0.5326433139385727,-4.017787894193592,Low
